"Picture Count","MLS #","Class","Property Type","County","Price","Address","City","State","Zip","Status","# of 1/2 Baths","# of 3/4 Baths","# of Full Baths","1031 Exchange (Y/N)","Asking Price","Basement","Below Grade SQFT","Closing Date","Comments / Concessions","Contract Date","Cumulative DOM","Days On Market","Days On MLS","Days Under Contract","Distressed Property","Finished SQFT","Garage Capacity","Garage Dimensions","Geocode Quality","HUD","IMAPP Address","Latitude","Longitude","Lot Sq Ft","Lot Dimensions","Make/Model","Neighborhood","Number of Acres","Price Per Sqft","Price Date","Public Remarks","Sale Includes","School District","Serial #/VIN","Sold Price","Sold Price Per SQFT","Subdivision","Tax ID","Tax Parcel #","Tax Year","Total Baths","Total SQFT","Year Built","Zoning Type","Bedrooms","How Sold","New Construction (Y/N)","New","Occupant","Original Price","Sale/Rent","Status Date","Ever Occupied","Builder Name"
"18","276523","Residential-Single Family","Site Built-Owned Lot","Yakima","$300,000","624 E 2nd","Grandview","WA","98930","Sold","0","0","2","No","$300,000","No","0","7/22/2024","some closing costs.","6/16/2024","172","9","9",,,"1,309","Carport",,,"No",,,,,,,,"0.2200","$229.18","6/7/2024","MLS# 276523 Welcome to your dream home in the heart of Grandview! This 3-bedroom residence offers a perfect blend of modern amenities and classic charm. With a brand-new roof, fresh siding, and a newly painted exterior, this home exudes curb appeal and promises low maintenance for years to come. Step inside to find a spacious living area perfect for family gatherings and entertaining. The newly installed HVAC system ensures year-round comfort, while the new water heater provides peace of mind and efficiency. Each of the three bedrooms offers ample space and natural light, creating serene retreats for every member of the family. The two well-appointed bathrooms, feature modern fixtures and finishes. Located in a highly desirable neighborhood, this home is just a short walk from top-rated schools and a variety of grocery stores, making daily errands a breeze. Plus, with easy access to the freeway, commuting and travel are incredibly convenient. Don't miss this opportunity o own a turn-key home in Grandview. Schedule your tour today.","All Appliances","Grandview",,"$300,000","$229.18","SHORT PLAT",,"23092423431","2023","2","1,309","1952","Residential","3","FHA","No","Existing Construction (Not New)","Vacant","$300,000","For Sale","7/24/2024","Yes",
"11","276066","Residential-Single Family","Manufactured-Owned Lot","Benton","$310,000","1131 S County Line Rd","Grandview","WA","98930","Sold","0","0","2",,"$310,000","Yes","0","7/9/2024",,"6/7/2024","18","18","18",,,"1,292","None",,,"No",,,,,,,,"2.3300","$239.94","5/20/2024","MLS# 276066 Discover the charm of country living with this beautiful property located on S County Line Road. This well-maintained manufactured home boasts 3 spacious bedrooms and 2  bathrooms, offering comfort and convenience. The expansive grounds provide ample space for gardening enthusiasts and include pastureland ideal for raising animals. Whether you dream of cultivating your own produce or enjoying the tranquility of rural life, this property delivers it all.  Call your favorite Realtor today to schedule a showing and experience the serenity and potential of this unique home.","Appliances",,,"$310,000","$239.94","NONE/NA",,"131942012073001","2024","2","1,292","1984","Agriculture","3","FHA","No","Existing Construction (Not New)","Elizabeth Hays","$310,000","For Sale","7/10/2024","Yes",
"24","275097","Residential-Single Family","Site Built-Owned Lot","Yakima","$315,000","2201 Hill Drive","Grandview","WA","98930","Sold","0","1","1",,"$334,900","No","0","7/11/2024",,"6/9/2024","60","60","60",,"Not Applicable","1,248","Two",,,"No",,,,,,,"Other","0.4100","$252.40","7/12/2024","MLS# 275097 Welcome to this charming Grandview home, situated on an expansive .41 acre lot. This updated one-level residence offers 1248 sq ft of living space, 3 bedrooms, 2 bathrooms, and a 2-car attached garage. Numerous updates have been completed throughout this affordable home, including a new roof, new HVAC system, new water heater, and a new garage door with opener. The kitchen features new stainless steel appliances, breakfast bar, and a nice dining space with exterior access.  You will fall in love with the gorgeous serene setting right outside your backdoor, where you will enjoy a fenced yard with ample room to bask in the outdoors. The property offers a storage shed to accommodate all your gardening tools and supplies, mature landscaping, and patio area that's the perfect backdrop for summer BBQs. Along with the 2 car garage, there is also plenty of off street and RV parking, and there is an abundance of additional space to build a shop. Nestled on a tranquil street just outside the town limits, this residence presents an ideal opportunity for first-time homebuyers or those seeking a valuable investment property. Immerse yourself in the possibilities this updated Grandview home has to offer. Schedule a viewing today and seize the chance to make it your own.","Home, Lot, Shed","Buyer to Verify",,"$315,000","$252.40","OTHER",,"23092233407","2024","2","1,248","1979","SINGLE FAMILY R","3","FHA","No","Existing Construction (Not New)","owner","$334,900","For Sale","7/12/2024","Yes",
"33","281392","Residential-Single Family","Site Built-Owned Lot","Yakima","$315,000","802 Euclid St","Grandview","WA","98930","Pending Appraisal/Closing","1","0","1",,"$315,000","No","0","3/31/2025",,"2/12/2025","16","16","16",,,"1,247","Two","440 SQ Ft",,"No",,,,"8,276",,,,"0.1900","$252.61","1/27/2025","MLS# 281392 Welcome to this beautiful brick 1247 SQ ft. home. A true that boasts three bedrooms. The heart of the home is a fully updated kitchen featuring new countertops and cupboards, which are a perfect space for gatherings. This well-maintained residence showcases a warm, inviting atmosphere for creating lasting memories. Step outside to discover a fenced backyard, providing a safe and private space for outdoor activities, gardening, or simply relaxing in the sun. With its charming curb appeal and thoughtful updates, this home is a perfect blend of comfort and style. Conveniently located close to the park and schools. Don’t miss the opportunity to make it yours!",,,,,,"BETTER HOMES",,"23092241460","2024","2","1,247","1962","Residential","3",,"No",,"Daniel Mendoza Garcia","$315,000","For Sale","2/21/2025","Yes",
"23","279780","Residential-Single Family","Site Built-Owned Lot","Yakima","$317,000","200 E Bonnieview Road","Grandview","WA","98930","Sold","0","0","1",,"$325,000","No","0","12/18/2024",,"11/3/2024","10","10","10",,,"1,040","One","26x12",,"No",,,,,"IRR",,"Other","0.9600","$304.81","12/18/2024","MLS# 279780 This 3 BR 1 BA rambler sits on nearly an acre (.96!) and is ready for you to make it yours! The main living areas feature laminate flooring, and the kitchen is bright and functional, complete with a dining area and a slider that opens to a huge patio. There are three comfortable bedrooms and a full bathroom, plus a convenient laundry closet. Central heat/air and easy to maintain vinyl siding! Need storage or a workshop? You’ve got options with a one-car attached garage AND a 24x20 detached shop/garage with power—plenty of room for projects, hobbies, or storage. The lot is spacious with mature shade trees and tons of potential for gardens, play areas, or just wide-open space to enjoy. This home could be just what you’re looking for--schedule your private showing today!",,"Grandview",,"$317,000","$304.81","OTHER",,"23092312530","IRR","1","1,040","1972","SINGLE FAMILY R","3","Conventional","No","Existing Construction (Not New)","Vacant","$325,000","For Sale","12/18/2024","Yes",
"15","281950","Residential-Single Family","Site Built-Owned Lot","Yakima","$318,000","1011 W 3 RD","Grandview","WA","98930","Pending Inspect/Feasib","0","0","2",,"$318,000","Yes","527","3/25/2025",,"2/26/2025","2","2","2",,,"1,372","None",,,"No",,,,,,,,"0.1400","$167.46","2/24/2025","MLS# 281950 Discover this charming residence ideally situated within walking distance to three schools, and conveniently located near the college with easy access to the highway. This 3-bedroom, 2-bath home includes two outdoor storage units that will remain with the property. Additionally, the sellers are generously offering a $2,000 carpet allowance to help you personalize your new space.",,,,,,"OTHER",,"23092214470","2025","2","1,899","1954","SINGLE FAMILY R","3",,"No","Existing Construction (Not New)","Owners","$318,000","For Sale","2/27/2025","Yes",
"30","278054","Residential-Single Family","Site Built-Owned Lot","Yakima","$320,000","502 Klock Rd","Grandview","WA","98930","Sold","0","0","2",,"$320,000","Yes","750","10/16/2024",,"9/3/2024","27","27","27",,,"1,860","Two",,,"No",,,,,,,,"0.9200","$172.04","8/7/2024","MLS# 278054 Multi-generation opportunity on a huge city lot (.92 acres) that one could build another duplex or tri-plex? Currently the main level is vacant. It has 1,110 square feet; 2 bedrooms, 1 bath, kitchen, utility, dining with a gas stove and gas fireplace. The lower level has 750 square feet; 1 bedroom, 1 bath, utility, kitchen, living room, private patio.  The roof and hot water heater are new 2024.  There is a back pasture area with alley access from Klock Rd. Oodles of opportunity. Call your Realtor today to view and purchase. The lower unit needs a 48 hour notice to show, the remainder property can be seen anytime.",,"Grandview",,"$320,000","$172.04","GRANDVIEW",,"23092334421","2024","2","1,860","1950","Residential","3","Conventional","No","Existing Construction (Not New)","Tenant","$320,000","For Sale","10/16/2024","Yes",
"14","278448","Residential-Single Family","Site Built-Owned Lot","Yakima","$339,000","512 Stassen Way","Grandview","WA","98930","Sold","1","1","2","No","$339,000","Yes","684","10/4/2024",,"9/2/2024","10","10","10",,,"1,890","Two",,,"No",,,,,,,,"0.3800","$131.70","8/23/2024","MLS# 278448 1st Time on the Market! Lots of Room! Very Large with 6 Bedrooms and 4 Bathroom! Has Landscaped Yard Too!",,"Grandview",,"$339,000","$131.70","OTHER",,"23092332470","2024","4","2,574","1945","Residential","6","FHA","No","Existing Construction (Not New)","Vacant","$339,000","For Sale","10/7/2024","Yes",
"28","277726","Residential-Single Family","Site Built-Owned Lot","Yakima","$346,000","401 Wyant Way","Grandview","WA","98930","Active","0","1","1",,"$346,000","No","0",,,,"220","220","220",,,"1,416","Two","22x24",,"No",,,,"7,841",,,,"0.1800","$244.35","12/25/2024","MLS# 277726 Welcome to this move in ready charming single level three (3) bedroom 1-3/4 bath home.  Kitchen has new laminate flooring, stove, refrigerator and microwave all stay with the home.  The 22 x 24 two car garage and the 10 x 17 shed provide for lots of storage room.  The patio is 12 x 47.7 and is fully covered for your entertainment purposes.  The home also has RV parking on the west side of the house.  The back yard is partially fence and there are underground sprinklers throughout the property.  This home is in a perfect location with walking distance to schools.  This lovely home won't last long - call your Realtor today to view this charmer.  ",,"Grandview",,,,"OTHER",,"23092224434","2024","2","1,416","1979","SINGLE FAMILY R","3",,"No","Existing Construction (Not New)","Owner","$375,400","For Sale","1/17/2025","Yes",
"31","277238","Residential-Single Family","Site Built-Owned Lot","Yakima","$350,000","406 E 4th ave","Grandview","WA","98930","Sold","0","0","1",,"$350,000","Yes","729","8/14/2024",,"7/11/2024","6","6","6",,,"1,712","None",,,"No",,,,"8,782",,,,"0.2000","$143.38","7/5/2024","MLS# 277238 Charming 1915 Colonial House for Sale!Step into the charm of yesteryear with this beautifully maintained and updated 1915 colonial home, boasting 1,712 square feet of finished living space. With original charm and architectural details intact, this home is a true gem. The main floor features a spacious master bedroom, perfect for those seeking convenience and comfort. Two additional bedrooms and a full bathroom complete the interior. The unfinished basement offers a vast 729 square feet of potential, awaiting your creative touch to transform it into an in-law suite, extra bathroom, or personalized retreat. Set on a generous 8,782 square foot lot, this property offers ample outdoor space for relaxation, entertainment, or gardening pursuits. Enjoy the private backyard, perfect for outdoor dining, gardening, or simply relaxing in the shade. Nestled in the picturesque low Valle's of Washington state, this property is close to stunning views and vineyards, offering a serene and tranquil living experience. Ideal for those seeking a peaceful getaway or a lucrative Airbnb opportunity, this charming colonial house is a rare find. Don't miss this chance to own a piece of history, filled with character and possibilities!",,,,"$350,000","$143.38","PROSSER",,"23092314438","2024","1","2,441","1915","Residential","3","FHA","No","Existing Construction (Not New)","vacant","$350,000","For Sale","8/15/2024","Yes",
"28","282383","Residential-Single Family","Site Built-Owned Lot","Yakima","$350,000","1710 W King St","Grandview","WA","98930","Active","0","1","2",,"$350,000","Yes","1,472",,,,"5","5","5",,,"2,944","One",,,"No",,,,"90,169",,,,"0.4000","$118.89","3/14/2025","MLS# 268277 Amazing home situated in a private setting surrounded by orchards. The patio, trees, and landscaping provide a peaceful park like setting. Kitchen has been updated. Master bedroom with private master bath and additional bathroom upstairs. Two bedrooms are located in the basement and have their own bathroom. Basement has it's own kitchenette and private entrance. Sale is subject to perfecting of short plat.","Home/Land",,,,,"OTHER",,"23092231528","2025","3","2,944","1958","SINGLE FAMILY R","4",,"No","Existing Construction (Not New)","Owner","$350,000","For Sale","3/14/2025","Yes",
"34","272889","Residential-Single Family","Site Built-Owned Lot","Yakima","$357,143","1804 Westridge Dr.","Grandview","WA","98930","Sold","0","1","1","No","$349,900","No","0","3/29/2024","4%","3/1/2024","77","77","77",,,"1,430","Two",,,"No",,,,,,,,"0.2100","$249.75","3/31/2024","MLS# 272889 This home is waiting for a new homeowner on this home, brand new roof. Inside of home, has brand new flooring thought out the home, new paint inside of home and brand-new stove. Home comes with all appliances plus a hutch and dining room table and chairs. Home is 1430 square feet, 3 bedrooms and 2 bathrooms. Living room has a gas fireplace. Back yard is fully fenced with a covered patio area, 10x20 metal shed plus RV storage area on the side of home. Hurry and call your realtor today!!","STOVE, REFRIGERATOR,WASHER,DRYER,DISHWASHER",,,"$357,143","$249.75","OTHER",,"23092224411","2023","2","1,430","1979","Residential","3","VA","No","Existing Construction (Not New)","VACANT","$349,900","For Sale","3/31/2024","No",
"43","275740","Residential-Single Family","Site Built-Owned Lot","Yakima","$359,900","408 WYANT WAY","Grandview","WA","98930","Sold","0","0","2","No","$359,900","No","0","7/29/2024",,"6/19/2024","43","43","43",,"Not Applicable","1,488","Two",,,"No",,,,,,,,"0.2700","$241.87","6/10/2024","MLS# 275740 Very nice fully fenced corner lot with extra parking for your toys. Back yard has two very nice storage sheds plus a dog run and room for a garden area, has a very nice cement patio area with a basketball hoop. In the front yard it is also fully fenced plus has a covered foyer area to the front door. Inside you have a foyer area that leads into either the dining room area or the living room area. In the kitchen area all the appliances stay with the sell. Off of the utility room, you have a huge pantry room. Home has LVP laminate floors in the family room, Livingroom, dining room and hallways. the family room has a fireplace that can heat the whole house during those cold days. Main bathroom has a shower/tub. The two bedrooms are very nice size rooms. The master bedroom is very nice size with its own master bathroom. Home has very nicely layout. This is a must see so call your realtor today!","DISHWASHER,DRYER,RANGE,MICROWAVE,REFRIGERATOR&WASH",,,"$359,900","$241.87","OTHER",,"23092224408","2024","2","1,488","1980","SINGLE FAMILY R","3","FHA","No","Existing Construction (Not New)","SANDRA CHILDRESS","$375,000","For Sale","8/6/2024","Yes",
"40","275888","Residential-Single Family","Site Built-Owned Lot","Yakima","$361,000","3611 Hornby Road","Grandview","WA","98930","Sold","1","0","1",,"$379,900","Yes","0","1/31/2025",,"10/19/2024","157","157","157",,"Not Applicable","1,690","Two",,,"No",,,,,,,"Other","9.9800","$213.61","1/31/2025","MLS# 275888 Nestled in Grandview, this picturesque Country Farmhouse sits on almost 10 acres of prime land offering tranquil pastoral and mountain views. The 2-story farmhouse includes 1690 sq ft of living space with 3 bedrooms and 1.5 bathrooms. While this charming home is awaiting your vision and personal touches, it presents an incredible opportunity for you to bring your creative vision to life, drawing inspiration from the likes of Chip and Joanna Gaines. The main living area is highlighted by a cozy wood-burning fireplace, perfect for keeping warm during chilly nights. The cute kitchen presents plenty of potential, providing a canvas for you to create the perfect space for the cook, while the formal dining area offers a great space for hosting dinner parties and special occasions. The bonus room can be used for an office/Den or family room. The utility/laundry space, with its own exterior access, adds to the functionality of the home, while a cellar provides extra storage space. A detached 2-car garage, as well as additional off-street parking, is available to accommodate your vehicles and farm equipment. The land boasts partial fencing, a garden area, irrigation, and large shade trees surrounding the home, making it perfect for outdoor enthusiasts. Bring your animals, as there's ample room to build a barn and create the ideal country oasis. This property offers the elusive combination of privacy, tranquility, and space, all while being conveniently located close to all Grandview has to offer. With its potential and incredible location, this Country Farmhouse is the perfect canvas for creating your dream home. *Seller to retain hop crop for 2024. *Subject to an irrigation/ access and utility easement prior to close.",,"Buyer to Verify",,"$361,000","$213.61","NONE/NA",,"23092832002","2024","2","1,690","1960","Agriculture","3","Conventional","No","Existing Construction (Not New)","vacant","$414,900","For Sale","1/31/2025","Yes",
"37","277438","Residential-Single Family","Site Built-Owned Lot","Yakima","$365,900","1107 Carriage Sq","Grandview","WA","98930","Sold","1","0","2",,"$379,900","No","0","10/22/2024",,"9/15/2024","64","64","64",,"Not Applicable","1,865","One",,,"No",,,,"14,810",,,,"0.3400","$196.19","10/22/2024","MLS# 277438 Welcome to 1107 Carriage Sq. in Grandview, Wa. This delightful single-story residence spans 1865 sq ft on a spacious .31-acre lot, offering 3 bedrooms and 2.5 baths. As you enter, you're greeted by a formal living room that doubles as a versatile office space, featuring large windows that fill the room with natural light.Moving towards the north side of the home, you'll discover two comfortably sized bedrooms and a full bath, conveniently located for family or guests. The primary suite awaits with its own private oasis, including an ensuite bath with a relaxing tub and shower.Back at the center and heart of the home you'll fine the cozy family room that leads to a charming kitchen and breakfast nook adorned with laminate counters and flooring. A unique brick wall and the original wall oven add character, perfect for family cooking. Nearby, the formal dining room sets the stage for memorable gatherings.Step through the glass back door onto your expansive back patio, where morning coffee comes with serene stillness of the surrounding countryside and the vineyard that sits just above the backyard. In the evenings, enjoy summer hangouts and alfresco dining on the patio, under the beautiful skies. Alternatively, relax in the living room and witness breathtaking west-facing sunsets that fill the home with warmth and tranquility.Complete with a fully fenced yard for privacy and security, this home offers comfort and peace in a picturesque setting. Don't miss out on this Grandview gem! Contact us today to schedule a tour and experience why 1107 Carriage Square is your perfect new home.",,"Grandview",,"$365,900","$196.19","GRANDVIEW",,"23092333403","2024","3","1,865","1965","SINGLE FAMILY R","3","Conventional","No","Existing Construction (Not New)","Owner","$383,700","For Sale","10/22/2024","Yes",
"20","278540","Residential-Single Family","Site Built-Rented Lot","Yakima","$369,000","113 Harrison Street","Grandview","WA","98930","Sold","0","1","1",,"$369,000","No","0","11/8/2024",,"10/2/2024","35","35","35",,,"1,416","Four","24x24",,"No",,,,,,,,"0.2500","$260.59","8/28/2024","MLS# 278540 Updated, well maintained rambler features 3 bedrooms 2 baths, family room, exercise room, two car garage, two car garage/shop detached, covered RV parking with sewer disposal, 525sf covered patio, beautifully landscaped with UGS and fenced back yard.  Breakfast bar in kitchen, dining with sliding door to covered patio.  Main bedroom with door access to main Jacuzzi bath/shower.  No Sunday's Showings Please.","appliances in kitchen",,,"$369,000","$260.59","OTHER",,"23091443417","2024","2","1,416","1975","Residential","3","FHA","No","Existing Construction (Not New)","owner","$369,000","For Sale","11/8/2024","Yes",
"23","277489","Residential-Single Family","Site Built-Owned Lot","Yakima","$380,000","2200 Forsell Rd","Grandview","WA","98930","Sold","0","0","1","No","$399,000","No","0","9/12/2024",,"7/21/2024","10","10","5",,"Not Applicable","1,232","Three",,,"No",,,,"113,256",,,,"2.6000","$308.44","9/13/2024","MLS# 277489 Come see this classic 3 bedroom, 1 bathroom two story farm house on 2.60 irrigated acres.  The pasture is fenced so bring your animals.  There is a 3 car garage as well as a finished workshop, a hay barn, and other out buildings.  The workshop has plumbing stubbed so it's ready for you to add another bathroom! There is a garden space set up and ready for your green thumb.  And for your guests, there is space for an RV with a separate septic system and power!  Call your favorite realtor today for a showing!",,"Grandview",,"$380,000","$308.44","GRANDVIEW",,"18132331452","2024","1","1,232","1910","Agriculture","3","Conventional","No",,"Owner","$399,000","For Sale","9/13/2024","Yes",
"39","278132","Residential-Single Family","Site Built-Owned Lot","Yakima","$385,000","704 W Concord","Grandview","WA","98930","Sold","1","1","1","No","$415,000","Yes","1,142","12/20/2024",,"10/25/2024","77","77","77",,,"2,788","None",,,"No",,,,,,,,"0.1800","$138.09","12/20/2024","MLS# 278132 Seller offering $10k towards buyer's closing costs!!!Looking for a move-in-ready home that accommodates multi-generational living? This beautifully built brick home offers two spacious living areas, ideal for a variety of lifestyles. The main level features three sizable bedrooms, and a full bathroom. The large laundry room adds convenience to daily living and is complemented by a half bath for added practicality. Downstairs, the fully finished basement provides incredible potential for multi-generational living. This level includes two additional bedrooms, a full bathroom, and a kitchenette with a breakfast bar, making it an ideal space for in-laws, guests, or even a rental opportunity. The private entrance and large room with a walk-in closet further enhance its appeal. Outside, enjoy the spacious and private backyard. Don’t miss the chance to make this property your own!",,"Grandview",,"$385,000","$138.09","BETTER HOMES",,"23092241457","2024","3","2,788","1960","Residential","5","FHA","No","Existing Construction (Not New)","Owner","$420,000","For Sale","12/20/2024","Yes",
"32","279149","Residential-Single Family","Site Built-Owned Lot","Yakima","$394,000","2640 Wilson Highway","Grandview","WA","98930","Pending Inspect/Feasib","0","0","1",,"$394,000","Yes","125","3/21/2025",,"2/13/2025","142","142","142",,"Not Applicable","1,075","Two",,,"No",,,,,,,"Other","8.9100","$328.33","11/27/2024","MLS# 279149 Nestled on 8.91 picturesque acres with breathtaking views of the valley and mountains, this updated rambler with basement offers a tranquil retreat in Grandview. Boasting 1200 sq ft, this charming home features 3 bedrooms and 1 bathroom. Upon entering, laminate wood flooring extends seamlessly throughout the living area, dining space, and kitchen, creating a warm and inviting atmosphere. A cozy wood burning stove and an abundance of natural light enhance the comfort of the living area. The adjacent dining area provides a convenient setting for meals and gatherings. The kitchen, with its efficient layout and wood cabinetry, offers a pleasant space for culinary endeavors, complemented by a window framing serene views of the property. The spacious primary bedroom features dual closets, providing ample storage for personal belongings. Step outside to explore the expansive 9.24 acres of farmland, thoughtfully planted to embrace the natural beauty of the surroundings. An attached 2-car garage/shop caters to vehicle storage, DIY projects, and additional storage needs, while off-street parking is available for RVs and farm equipment. A covered porch provides a delightful spot to unwind and savor the stunning vistas. This property is zoned for agriculture and boasts canal frontage, offering a unique opportunity for a variety of potential uses. Embrace the tranquility and possibilities of this beautiful property in Grandview.","Home and Land","Buyer to Verify",,,,"NONE/NA",,"23090231002","2024","1","1,200","1970","Agriculture","3",,"No","Existing Construction (Not New)","vacant","$399,900","For Sale","2/13/2025","Yes",
"39","279534","Residential-Single Family","Site Built-Owned Lot","Yakima","$400,000","61 N Puterbaugh Road","Grandview","WA","98930","Active","0","1","3",,"$400,000","Yes","0",,,,"159","159","159",,,"2,310","One",,,"No",,,,,,,,"2.0100","$173.16","12/19/2024","MLS# 279534 Step into this charming 1901 farmhouse, this unique property is a rare gem that features both charm and functionality. Discover your personal sanctuary in the primary bedroom, complete with a sunroom that invites natural light. The primary bath boasts a luxurious jetted tub. The heart of the home features a warm and inviting kitchen, living space, and formal dining room. Venture downstairs to find a nostalgic old canning kitchen. Original stained-glass windows throughout the home punctuate its country charm, while the main bathroom, complete with a claw-foot tub, adds a touch of vintage elegance. Don’t miss your chance to own this beautifully preserved farmhouse, where every corner tells a story and the potential is limitless. Sold As Is","dishwasher, microwave, garbage disposal, range",,,,,"PLAT OF YAKITAT",,"23091023402","2024","3","2,310","1901","Residential","3",,"No","Existing Construction (Not New)","vacant","$450,000","For Sale","10/11/2024","Yes",
"32","272380","Residential-Single Family","Manufactured-Owned Lot","Benton","$422,000","171702 W Olsen Rd","Grandview","WA","98930","Sold","0","1","2","No","$429,900","No","0","5/1/2024",,"3/3/2024","295","111","111",,,"2,412","One",,,"No",,,,"217,800",,"Guerdon Great Lakes",,"5.0000","$174.96","5/2/2024","MLS# 272380 Perfect Little Hobby Farm! Grow your own Cherries! Gorgeous Views to the South! Very quiet and peaceful setting! New Well Pump and Pressure Tank in 2023. Owner Contract option available!",,,"1257","$422,000","$174.96","NONE/NA",,"131041000009000","2023","3","2,412","1977","Agriculture","5","Conventional","No","Existing Construction (Not New)","Owner","$459,000","For Sale","5/2/2024","Yes",
"39","275188","Residential-Single Family","Site Built-Owned Lot","Yakima","$425,000","2011-2013 FORSELL","Grandview","WA","98930","Sold","0","0","2",,"$499,000","No","0","7/22/2024",,"6/11/2024","60","60","60",,,"2,520","Six+",,,"No",,,,,,,,"3.1200","$168.65","7/22/2024","MLS# 275188 Country Duplex On 3 acres!! Come take a look at this Dynasty! Plenty of land for your animals and all your hobbies. Three car garage with the ability to store your RV on the other side. Massive Barn for your family events or even a creative spot for an Event Venue. Plenty of storage to accommodate this large lot. Two carports with several separate entrances to each each unit for easy family or tenant access. Two bedrooms on the lower level with three bedrooms in the top unit. Bring some ideas and add a little sweat equity to get a great return on your investment. This property has some major upside. First time home buyers can live in one side and rent out the other. There is endless possibilities here. Call for additional questions.",,"Grandview",,"$425,000","$168.65","OTHER",," 23091633412","2024","2","2,520","1911","Agriculture","5","Cash","No","Existing Construction (Not New)","Tenant","$499,000","For Sale","7/22/2024","Yes",
"19","281206","Residential-Single Family","Site Built-Owned Lot","Yakima","$435,000","2000 S County Line Road","Grandview","WA","99350","Pending Inspect/Feasib","0","1","1",,"$435,000","Yes","140","3/25/2025",,"2/16/2025","31","31","31",,,"1,603","Two",,,"No",,,,,,,,"1.8500","$248.86","2/13/2025","MLS# 281206 Discover peaceful country living with this charming 3 bed, 2 bath home situated on 1.85 acres of serene land. Ideal for those who enjoy wide open spaces, this property offers plenty of room for pets, livestock, gardening, and outdoor activities.Step into the spacious living room, where natural light pours in, or enjoy the inviting dining area located just off the covered patio!  Both offering a warm and welcoming ambiance that flows throughout the home. The cellar is perfect for providing additional storage, and the kitchen is fully equipped with everything a home chef could want.  Outside, the expansive yard is perfect for animals to roam or for creating your own outdoor haven. The property also includes a 20x30 shop ideal for housing vehicles, equipment, your boat, or tools.Located in a quiet country setting, this home provides both privacy and convenience, with nearby amenities just a short drive away. If you're looking for a peaceful retreat with room to grow, this property is a must-see. Schedule your showing today!",,,,,,"OTHER",,"23093644004","2024","2","1,748","1962","Residential Agriculture","3",,"No","Existing Construction (Not New)","owners","$450,000","For Sale","2/16/2025","Yes",
"35","281168","Residential-Single Family","Site Built-Owned Lot","Yakima","$449,900","905 Cherry Lane","Grandview","WA","98930","Active","0","1","1",,"$449,900","Yes","1,428",,,,"63","63","63",,"Not Applicable","2,499","Six+",,,"No",,,,,,,"Other","1.1200","$157.53","1/15/2025","MLS# 281168 Welcome to this spacious Grandview home situated on a generous 1.12 acre lot, featuring both a huge shop and an attached garage. The property features R3 Zoning, offering the exciting potential for division and further development. Spanning 2856 sq ft in a rambler with basement floor plan, this residence offers ample space for comfortable living. Large windows adorn the living room, inviting natural light and highlighting the cozy fireplace, perfect for enjoying the winter season. Another fireplace graces the basement family room, adding warmth and charm to the home. In addition to a formal dining room, there is a more casual eating area, providing versatile spaces for dining. The kitchen offers plenty of cabinet and counter space for meal prep. A convenient laundry area with storage cabinets adds functionality to the home. Plenty of extra storage is available in the basement and unfinished areas, allowing for customization and personal touches. Step outside to embrace the expansive 1.12 acre lot, adorned with mature landscaping, space for gardening, and abundant parking options including a large shop with an RV door, garage, and off-street parking. This home is primed for your personal updates and enhancements. Complete with a thorough home inspection and a 1-year home warranty, this Grandview home offers a wonderful opportunity to create your own oasis in a spacious and inviting setting.","Home and Land","Buyer to Verify",,,,"OTHER",,"23092243408","2024","2","2,856","1955","Residential","2",,"No","Existing Construction (Not New)","Vacant","$449,900","For Sale","1/15/2025","Yes",
"31","275138","Residential-Single Family","Site Built-Owned Lot","Yakima","$479,000","370 Forrest Rd","Grandview","WA","98930","Sold","0","1","1",,"$479,000","No","0","8/30/2024",,"6/29/2024","251","79","79",,,"2,040","Six+",,,"No",,,,,,,,"2.0000","$234.80","4/11/2024","MLS# 275138 Discover serenity in this meticulously cared-for farmhouse nestled in a tranquil and private setting, offering a peaceful retreat while maintaining easy access to the City of Grandview's amenities. The landscape is dotted with purposeful outbuildings, including a 1,024 sq ft finished shop constructed in 2007—a haven for projects and passions. A 720 sq ft utility building adds functionality, while various outbuildings provide ample space for equipment storage and more. The property caters to animal enthusiasts with paddocks and shelter for large animals, creating a haven for both humans and their four-legged friends. Adding a touch of history, an original homestead grain shed stands proudly on the property, telling the tale of its agricultural roots. Seize the opportunity to explore diverse possibilities for this expansive and well-appointed homestead. Experience the perfect blend of rural tranquility and urban convenience, making this property a true gem in the heart of opportunity. Your dream farmhouse awaits, ready to embrace the next chapter of its storied legacy.",,"Grandview",,"$479,000","$234.80","OTHER",,"23091531005","2023","2","2,040","1950","Indust /Light","3","FHA","No","Existing Construction (Not New)","Owner","$479,000","For Sale","9/3/2024","Yes",
